WATER QUALITY DATA 2012 | CPCB ENVIS,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER BEAS - 2012,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
2225,"BASKANDI POND INSIDE THE BASKANDI MADRASA, BASKANDI",ASSAM,8,17,13,6.1,7.3,6.7,6.9,7.6,7.2,81,254,150,1.2,5,3.2,0.11,0.69,0.3,0,910,228,0,2100,875
2226,SIVASAGAR TANK (BORPUKHURI) NR SIVADOL,ASSAM,19,29,24,4.8,6.6,6.1,6.1,7.1,6.7,20,23,21,2.1,3.6,3.1,0.1,0.15,0.12,0,300,75,300,2100,1058
2227,"HORDAI PUKHURI, CHARAIDEW",ASSAM,19,28,24,5.2,7.5,6.2,6.2,7,6.7,20,35,25,1.8,3.2,2.3,0.1,0.15,0.12,0,0,0,360,730,628
2228,GALA BEEL AT DERGAON,ASSAM,24,36,31,4,7,5.3,6.6,7.2,6.9,56,214,135,1.6,3.8,2.3,0.1,0.28,0.21,0,0,0,730,910,820
1532,"*GOYSAGAR TANK, SIBSAGAR",ASSAM,18,28,23,5.3,7.2,6.2,6.3,7,6.7,20,20,20,2,2.8,2.4,0.1,0.19,0.13,0,0,0,700,1400,1075
1425,LOKTAK LAKE AT THANA,MANIPUR,28,30,29,6.1,9.1,7.2,7.2,7.8,7.4,33,174,108,0.1,4.7,2.5,,,,,,,25,60,38
1426,LOKTAK LAKE AT BISHNUPUR,MANIPUR,27,30,29,7.3,10.1,9,7,7.3,7.2,75,172,129,1,8.7,3.6,,,,,,,15,85,42
1629,SENDRA (LOKTAK LAKE),MANIPUR,28,30,29,9.1,10.1,9.6,6.8,8,7.5,67,135,101,1.4,4.3,2.7,,,,,,,5,55,35
1630,"KARANG,ISLAND (LOKTAK LAKE)",MANIPUR,28,31,30,6.1,9.7,7.8,6.8,7.7,7.2,77,193,120,0.5,4.9,2.4,,,,,,,25,45,37
2837,"PUMLEN LAKE AT TOKPACHING,  THOUBAL",MANIPUR,27,30,29,4.6,9.1,6.8,6.7,7.8,7.1,99,327,189,1.5,4.8,3.4,,,,,,,20,50,40
2839,"PUKHRI AT LANGMEIDONG, DISTT. THOUBAL",MANIPUR,28,33,30,7.9,10.1,9,6.8,7.9,7.5,115,262,195,1.7,9.9,5.8,,,,,,,5,35,21
2840,"LAMJAO PUKHURI AT ACHOUBA, THOUBAL",MANIPUR,27,33,29,7.9,11,9.1,7,8,7.4,114,238,194,0.2,4.2,2.5,,,,,,,10,55,32
2841,HIRANMEI PUKHURI AT THOUBAL,MANIPUR,28,33,29,3.8,11.4,7.9,7,7.9,7.3,174,271,237,2.2,5.7,4.2,,,,,,,10,45,26
2842,LANGMEIDONG PUKHURI AT THOUBAL,MANIPUR,28,32,30,4.9,9.7,7.8,7.2,8,7.6,115,212,168,1.8,2.6,2.1,,,,,,,10,35,20
2843,"POND AT LALAMBUNG, IMPHAL WEST",MANIPUR,27,32,29,5.6,10.8,8.1,6.9,8.4,7.6,218,513,415,3.5,8,5.1,,,,,,,20,65,38
2844,LILONG PUKHURI AT IMPHAL WEST,MANIPUR,29,30,29,4.5,12.8,8.5,6.9,8.7,7.7,280,504,342,2.6,12.8,8.5,,,,,,,15,90,63
2845,"POND AT NGAIRANGBAM, IMPHAL WEST",MANIPUR,29,30,30,8,10.7,9.2,7.4,7.9,7.6,65,125,103,0.2,3.4,2.1,,,,,,,15,30,19
2846,"POND AT MOIDANGPOK, IMPHAL WEST",MANIPUR,29,30,30,8.2,10.3,9.4,7.4,8.2,7.7,66,125,99,0.4,4.4,2.2,,,,,,,15,50,26
2847,"POND AT MAIBAM LOKPACHING, IMPHAL WEST",MANIPUR,28,30,29,6.5,10.6,8.5,6.8,8.6,7.4,74,157,119,0.7,2.6,1.6,,,,,,,10,55,28
2848,"POND AT KAKWA BAZAR, IMPHAL WEST",MANIPUR,27,30,28,0.6,9.1,5.8,6.7,8.1,7.3,305,522,436,7,12,9.6,,,,,,,45,110,76
2849,"CHANAM PUKHURI, IMPHAL WEST",MANIPUR,27,30,28,5.3,10.1,7.1,7,8.2,7.5,297,500,444,1.8,15.4,8.9,,,,,,,15,40,31
2850,"NINGTHEM PUKHURI, IMPHAL EAST",MANIPUR,24,31,29,8.3,10.1,8.8,7.2,7.8,7.4,182,335,280,2.8,8,6.3,,,,,,,30,50,42
2851,"POND AT KONGBA BAZAR, IMPHAL EAST",MANIPUR,28,31,30,0,10.2,6.1,6.8,8.2,7.6,301,475,424,6.4,26.8,16.2,,,,,,,15,65,47
1347,UMIAM LAKE AT BARAPANI,MEGHALAYA,17,28,22,5.4,8.1,6.9,6.9,7.4,7.1,105,275,143,5.8,10.8,7.8,0.46,12.04,4.75,1300,3800,2550,2600,4800,3817
3346,UMIAM LAKE AT OUTFALL OF UMIAM RIVER,MEGHALAYA,14,29,21,4.6,6.6,5.7,7,7.3,7.1,125,265,171,6.5,10.2,8.9,0.43,18.8,6.33,2100,4400,3200,3300,5500,4442
3347,UMIAM LAKE MIDDLE POINT,MEGHALAYA,17,27,22,6,8.5,7,7,7.3,7.2,80,122,101,5.8,9.4,7.4,0.4,10.4,3.25,1100,4200,2083,2300,5000,3458
3348,UMIAM LAKE NR UNITED CHRISTIAN COLLEGE,MEGHALAYA,16,28,22,6.4,8.2,7.1,7,7.6,7.3,70,115,91,5.5,8.8,7.2,0.47,8.77,2.95,1000,2300,1817,2000,3600,2858
1348,"WARD LAKE AT SHILONG EAST,KHASI HILL DT.",MEGHALAYA,14,25,19,5,10.6,7.5,6.7,7.7,7.2,136,295,172,5.3,10,7.1,0.57,10.75,5.59,1400,3400,2375,2700,4400,3633
1459,THADLASKEIN LAKE,MEGHALAYA,15,26,21,6.2,8.2,7.2,6.7,7.3,7.1,30,70,44,1.2,2.5,1.9,0.32,2.2,1.42,14,49,29,29,79,57
3349,TASEK LAKE AT SONGSAK,MEGHALAYA,20,31,25,6.5,9,7.7,6.8,8.2,7.4,40,78,55,0.8,2.4,1.4,0.4,6.44,3.01,2,19,9,17,42,26
1727,LAXMI NARAYAN BARI PALACE COMPOUND,TRIPURA,26,30,28,6.4,6.8,6.6,7.6,7.8,7.7,222,250,239,2.8,3.6,3.2,0.62,1.34,0.92,320,460,372,440,520,476
1728,"RUDRASAGAR, SONUMURA",TRIPURA,27,29,28,6.2,6.8,6.5,7.8,8,7.9,230,258,244,2.8,3.8,3.3,0.52,0.94,0.71,380,580,492,560,620,580
,,,,,,,,,,,,,,,,,,,,,,,,,,
"WATER QUALITY OF LAKE & POND  IN BIHAR, JHARKHAND, ORISSA & WEST BENGAL - 2012",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
2557,"KAWAR LAKE, BEGUSARAI",BIHAR,16,21,19,4.2,8.6,6.2,7.6,8,7.8,455,465,459,2.8,3,2.9,,,,1700,3000,2133,3000,5000,3667
2571,MOTI JHEEL AT MOTIHARII,BIHAR,13,33,23,7,8.6,8,7.4,7.9,7.7,365,656,469,2.5,3,2.8,,,,1300,9000,2850,3000,24000,6750
2573,TIGHI TALAB AT GAYA,BIHAR,15,30,25,6.8,8.2,7.5,6.6,7.9,7.6,83,805,460,2,3,2.6,,,,2400,9000,5320,5000,24000,16000
2574,SURAJ KUND AT GAYA,BIHAR,16,30,25,5.1,8.8,7.4,7.1,8.6,7.7,319,910,529,2,2.9,2.6,,,,1100,9000,3880,2400,24000,11640
2398,"DIMNA LAKE,DIMNA",JHARKHAND,19,32,27,7.5,8.4,7.8,6.8,7.6,7.3,166,197,173,0.4,1.6,0.7,0,8.62,5.67,,,,,,
2437,CHILKA LAKE (RAMSAR SITE),ORISSA,23,35,29,5.4,8.9,7.5,7.2,8.4,8,3279,49470,28683,0.6,2.8,1.6,0.24,3.76,1.24,78,2400,842,230,9200,1964
2438,ANSHUPA,ORISSA,21,33,28,6.4,11.2,8.1,7.3,8.4,8,107,223,162,1,2.8,1.6,0.19,3.67,1.05,170,7900,2452,390,17000,5433
2431,BINDUSAGAR ( RELIGIOUS POND OF BHUBANESWAR CITY),ORISSA,22,37,30,5.9,15.4,11.6,6.7,9.2,7.7,404,539,460,4.3,35,12.4,0.53,6.36,2.54,2300,35000,12608,5800,92000,23208
2432,NARENDRA POKHARI ( RILIGIOUS POND OF PURI CITY),ORISSA,24,33,28,3.9,16.7,11.4,8,9.5,8.5,872,1218,998,4.1,12,7,0.09,9.97,4.19,450,17000,5021,930,54000,11344
2433,MARKANDA POKHARI ( RILIGIOUS POND OF PURI CITY),ORISSA,23,32,28,7.3,18.9,12.6,7.5,9.2,8.2,588,838,750,2,13,6.3,0.3,10.43,6.23,1100,35000,9750,2200,92000,24975
2434,INDRADYUMNA TANK ( RILIGIOUS POND OF PURI CITY),ORISSA,20,38,28,4.3,16.3,8.8,7.4,8.7,8.3,596,924,706,2.2,8,5,0.27,7.11,1.93,200,35000,10417,400,92000,19550
2435,SWETAGANGA ( RILIGIOUS POND OF PURI CITY),ORISSA,23,32,28,6.5,22.9,14.4,7.7,9.6,8.7,1066,1879,1254,2.3,31.5,11.5,1.48,15.67,9.19,450,24000,6754,1300,54000,16500
2436,PARVATI SAGAR ( RILIGIOUS POND OF PURI CITY),ORISSA,22,31,27,1.5,18.4,10,7.5,8.5,8,548,1079,688,1.9,18,8,0.57,2.89,1.73,200,54000,10641,450,200000,30146
1765,"RABINDRASAROVAR NATIONAL LAKE, CALCUTTA",WEST BENGAL,18,35,28,4.6,14.5,8.5,7.8,9.4,8.5,316,415,370,1.5,13.6,4.5,0,0.15,0.03,2000,22000,11417,4000,80000,34333
1776,GARIA CALCUTTA,WEST BENGAL,28,28,28,,,,7.4,7.5,7.4,1164,1280,1222,0.6,1,0.8,0.02,0.13,0.08,,,,,,
2503,HATISHALA GHAT ON DUDHPUKUR AT TARAKESHWAR,WEST BENGAL,21,36,29,0.9,17.8,9.6,7.5,8.6,8,735,811,765,2.9,24,9.3,0,2.43,0.81,8000,300000,54667,11000,500000,83333
2504,MAINH GHAT ON DUDHPUKUR AT TARAKESHWAR,WEST BENGAL,21,36,29,0.9,16.7,8.8,7.6,8.4,8,736,814,763,1.1,26,8.2,0.03,2.19,0.65,11000,500000,128167,30000,900000,194167
2505,HUNUMAN GHAT ON DUDHPUKUR AT TARAKESHWAR,WEST BENGAL,22,36,29,2.2,18.3,9.6,7.5,8.6,8,733,820,761,1.3,24,8.3,0,2.39,0.66,8000,100000,47167,13000,200000,70167
2519,KOCHBIHAR LAKE (SAGAR DIGHI),WEST BENGAL,20,32,28,6.4,9.9,8.4,6.7,8.5,7.7,42,66,53,2.2,7.1,4.8,0,0.18,0.03,1100,8000,3042,2700,22000,11308
2520,MIRIKH LAKE,WEST BENGAL,5,25,17,7,9.8,8,6.8,8.8,7.5,66,129,102,2,7.2,4.6,0,0.74,0.22,1700,28000,6675,5000,200000,33667
2521,WATER RESERVIOR AT DELO,WEST BENGAL,10,24,18,7.2,9.1,8.2,7.1,7.9,7.5,5,34,25,0.8,3.2,2.1,0,0.55,0.18,400,8000,2042,1100,23000,7700
2522,SINCHAL LAKE FOR DARJEELING,WEST BENGAL,3,20,13,7.4,9.6,8.4,6.2,8,7.3,17,42,26,1.1,2.5,1.8,0,0.33,0.14,30,8000,1091,220,22000,2902
2539,BELBONI LAKE NEAR BARJORA,WEST BENGAL,23,28,26,6.6,10.9,7.7,6.3,8.6,7.6,116,291,183,0.5,4.8,2.4,0.1,0.32,0.2,200,14000,2608,400,24000,5983
2544,SAHEBBANDH AT PURULIA,WEST BENGAL,20,34,27,5,14.9,9.1,7.3,8.5,7.9,358,485,419,1.1,9,4.4,0.28,0.66,0.46,200,8000,1958,700,17000,5900
,,,,,,,,,,,,,,,,,,,,,,,,,,
GROUND WATER QUALITY IN ANDHRA PRADESH - 2012,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),FLUORIDE,,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,< 1.0 mg/l,,,,,,,,,,,,,,,,,
15,"WELL AT KUYYURA, A.P.",ANDHRA PRADESH,23,28,25.5,6.82,7.85,7.3,195,226,211,2.9,2.9,3,0.1,0.25,0.2,22,22,22,380,380,380,0.11,0.42,0.27
16,WELL AT TADAVAI A.P.,ANDHRA PRADESH,27,28,25.5,7.21,7.72,7.5,663,1121,892,0.2,1,1,21.4,24,22.7,17,17,17,1600,1600,1600,0.66,0.72,0.69
26,"WELL AT VIJAYWADA, A.P.",ANDHRA PRADESH,26,32,30,7.19,7.39,7.3,1601,1661,1631,0.5,0.5,1,0.19,0.28,0.2,2,2,2,700,700,700,0.76,0.92,0.83
27,"WELL AT PEDDAVOORA, A.P.",ANDHRA PRADESH,26,27,26.5,7.82,8.8,8.3,1420,1668,1544,3,3.5,3,14,22,18,,,,10,35,23,0.1,1,0.55
1513,"B W. - KRISHNA MURTHY, D.NO. 48-16-43 AUTONAGAR VIJJAYAWADA, KRISNA DIST., A.P.",ANDHRA PRADESH,25,30,27,6.8,7.11,6.9,1454,1575,1519,0.5,0.5,1,0.18,0.26,0.2,2,2,2,800,800,800,0.62,0.82,0.73
1514,"B/W. - VIJAY KUMAR AUTONAGAR VIJAYAWADA, KRISHNA DIST.",ANDHRA PRADESH,24,31,27,6.77,7.43,7.1,1559,1649,1611,0.3,0.4,0,0.13,0.22,0.2,2,2,2,800,800,800,0.58,0.74,0.66
1515,"B/W. - NAGARAM(V), PALVONCHA, KHAMMAM DIST., A.P.",ANDHRA PRADESH,22,24,23,6.95,7.2,7.1,1788,2160,2032,0.5,0.6,1,1.88,4.28,3.2,2,2,2,600,800,667,0.68,0.92,0.81
1516,B W OF NAVLOK GARDENS NELLORE ,ANDHRA PRADESH,29,29,29,7.46,8.04,7.8,696,1082,889,0.5,0.5,1,0.48,0.87,0.7,2,2,2,800,800,800,0.56,0.68,0.62
1517,"B/W. - TUNGBHADRA RIVER NEAR KURNOOL, A.P.",ANDHRA PRADESH,26,27,27,7.39,8,7.6,1240,1662,1397,1.4,2.4,2,2,2.6,2.3,3,12,6,16,28,23,1,2.4,1.64
1518,"B/W. - NANDYAL, KURNOOL DIST., A.P.",ANDHRA PRADESH,26,28,27,7.17,8.2,7.8,1650,2850,2391,1.2,1.6,1,2.8,8.4,4,4,12,9,12,26,19,0.4,0.67,0.55
1519,"B/W. - NAGIRI, CHITTOOR DIST., A.P",ANDHRA PRADESH,18,28,22,7.05,7.8,7.4,1460,2130,1737,1.2,1.8,1,16.1,22,19,2,10,6,9,16,12,0.3,1.8,0.93
1520,"B/W. - SWARNAMUKHI RIVER, SRIKALAHASTI, CHITTOOR DIST.",ANDHRA PRADESH,20,26,23.2,7.36,8.4,7.9,829,1428,1054,1.4,3,2,0.4,14,8.5,4,140,30,6,1200,213,0.3,4,2.15
1521,"O/W. - NEAR RAMA TEMPLE , WARD No.2 , MINDI , VISAKHAPATNAM, A.P",ANDHRA PRADESH,25,27.4,26.2,7.5,7.54,7.5,3120,4111,3616,1,1,1,8.08,13.9,11,3,3,3,4,7,5.5,0.37,1.14,0.76
1522,O/W. PEDDANUYYI - VIZIANAGARAM,ANDHRA PRADESH,25,36,27.6,7.08,7.8,7.3,671,1580,1151,1,1.5,1,1.34,24.1,8,3,3,3,23,210,78,0.43,1.4,0.87
1523,"B/W. - NEAR M/S ANDHRA SUGARS LTD. , KOVVUR , W.G.DIST.",ANDHRA PRADESH,24.2,25,24.6,7.6,7.71,7.7,234,370,302,0.8,1,1,0.32,1.68,1,3,3,3,3,15,9,0.12,0.12,0.12
1524,"O/W. -NEAR PARTAP NAGAR BRIIDGE  -KAKINADA , E.G.DIST., A.P",ANDHRA PRADESH,25,26,25.5,7.2,7.38,7.3,875,1345,1110,1,1.4,1,0.76,10.06,5,3,3,3,11,23,17,0.08,0.31,0.2
1525,"B/W - IDA , NEAR CHAITANYA CHLORIDES ,PASHAMAYLAM , MEDAK ",ANDHRA PRADESH,26,26,26,6.9,6.9,6.9,1925,1925,1925,2.5,2.5,3,6,6,6,,,,12,12,12,0.8,0.8,0.8
1791,"B/W. - EAST OF SAICHERUVU ,PAIDIPALLY (V),WARANGAL DIST.",ANDHRA PRADESH,28,29,28.5,6.76,7.43,7.1,2610,4525,3568,0.7,0.7,1,0.01,0.019,0.014,350,350,350,1600,1600,1600,1.6,2.08,1.84
1792,"B/W  -NEAR CKM COLLEGE , ENUMAMULA (V) ,WARANGAL DIST.",ANDHRA PRADESH,26,28,27,6.87,7.38,7.1,2377,3120,2749,0.3,1.2,1,40.1,87,63.6,32,32,32,240,240,240,1.28,1.73,1.51
1793,"O/W  - BHOOMAIAH NEAR ASHPONDS OF NTPC , KUNDANPALLY (V) , RAMAGUNDAM , KARIMNAGAR, A.P",ANDHRA PRADESH,25,28,26.5,7.35,7.93,7.6,1664,1975,1820,1.5,2.3,2,22,25.4,23.7,22,22,22,1600,1600,1600,1.47,1.74,1.61
1794,"B/W  - MANAKONDUR (V) , KARIMNAGAR DIST., A.P",ANDHRA PRADESH,24,29,26.5,7.66,7.75,7.7,910,944,927,0.4,1,1,5.6,14,9.8,21,21,21,1600,1600,1600,1.79,2.07,1.93
1795,"B/W. - PANCHAYAT OFFICE ,,BOLLARAM (V) MEDAK DIST., A.P",ANDHRA PRADESH,26,27,26.5,7,7.2,7.1,6870,7120,6995,12,13,13,5.4,16,10.7,,,,120,265,193,0.64,0.72,0.68
1810,"B/W - SRI RAMNAGAR COLONY, SAKKAR NAGAR, BODHAN, NIZAMABAD  DIST. , A.P",ANDHRA PRADESH,28,28,28,7.18,7.6,7.4,1014,2044,1529,2.5,3.8,3,38,41,39.5,,,,46,62,54,1.2,1.4,1.3
1811,"B/W. - PRIMARY SCHOOL - RUDRAVELLI (V) , BIBINAGAR (M), NALGONDA DIST., A.P",ANDHRA PRADESH,26,27,26.5,8.2,8.3,8.3,1050,1100,1075,3.2,3.4,3,0.6,1.2,0.9,0,15,8,10,20,15,0.8,0.9,0.85
,,,,,,,,,,,,,,,,,,,,,,,,,,
GROUND WATER QUALITY IN ASSAM- 2012,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),FLUORIDE,,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,< 1.0 mg/l,,,,,,,,,,,,,,,,,
1533,"*DIGBOI, TINSUKIA DISTT.,  ASSAM",ASSAM,23,24,23.5,5.9,6.9,6.4,234,518,376,0.3,0.8,0.55,0.1,0.35,0.2,,,,1,1,1,0.56,0.56,0.56
1534,"*KARBI  ANGLONG DISTT., ASSAM",ASSAM,32,35,33.5,4.7,5.8,5.3,714,847,781,1.9,3.2,2.55,0.1,0.14,0.1,,,,1,1,1,0.57,0.57,0.57
1535,"*SIBSAGAR , ASSAM",ASSAM,20,27,23.5,6.2,6.7,6.5,243,365,304,1.2,2.5,1.85,0.1,0.25,0.2,,,,1,1,1,0.53,0.53,0.53
1536,"*SIBSAGAR, ASSAM",ASSAM,19,24,21.5,6,7.1,6.6,140,175,158,0.9,2.2,1.55,0.1,0.17,0.1,,,,1,1,1,0.68,0.68,0.68
1537,"*(JORHAT, ASSAM",ASSAM,22,30,26,6.1,7,6.6,115,430,273,1.4,3.1,2.25,0.12,0.28,0.2,,,,1,1,1,0.29,0.29,0.29
1538,"*SILCHAR, ASSAM",ASSAM,12,15,13.5,6.5,7.1,6.8,711,913,812,3.9,6.5,5.2,0.17,0.31,0.2,,,,1,1,1,0.34,0.34,0.34
1539,"*BARPETA, ASSAM",ASSAM,24,26,25,6.5,7.5,7,111,562,337,0.4,1.6,1,0.1,0.19,0.1,,,,1,1,1,0.28,0.28,0.28
1540,"*BONAIGAON, ASSAM",ASSAM,23,25,24,6.6,6.9,6.8,264,630,447,0.8,1.2,1,0.16,0.4,0.3,,,,1,1,1,0.53,0.53,0.53
1541,"*GUWAHATI, ASSAM",ASSAM,25,25,25,6.4,6.9,6.7,387,476,432,1,1.5,1.25,0.12,0.26,0.2,,,,910,910,910,0.35,0.35,0.35
1542,"*GUWAHATI, ASSAM",ASSAM,25,29,27,7.1,8.1,7.6,412,561,487,1.9,3.4,2.65,0.1,0.1,0.1,,,,300,300,300,1,1,1
2243,"GROUND WATER FROM LEDO, MARGHERITA",ASSAM,24,25,24.5,5.1,6.1,5.6,324,532,428,0.5,2.1,1.3,3.61,10.54,7.1,,,,1,1,1,0.53,0.53,0.53
2244,GROUND WATER FROM NAZIRA,ASSAM,20,25,22.5,6.4,6.8,6.6,283,286,285,2.7,3.4,3.05,0.1,0.2,0.2,,,,1,5,3,0.67,0.67,0.67
2245,GROUND WATER FROM NUMALIGARH (NEAR NRL TE LABOR COLONY),ASSAM,27,32,29.5,5.1,6.3,5.7,66,104,85,1.3,2.3,1.8,0.1,0.22,0.2,,,,1,1,1,0.26,0.26,0.26
2246,GROUND WATER FROM SEMENCHAPARI,ASSAM,20,24,22,6.4,6.8,6.6,139,468,304,1.7,3.1,2.4,0.1,0.2,0.2,,,,1,1,1,0.66,0.66,0.66
2247,GROUND WATER FROM SILAPATHAR,ASSAM,20,24,22,6.3,6.3,6.3,255,292,274,2.5,3.5,3,0.1,0.21,0.2,,,,1,1,1,0.64,0.64,0.64
2248,GROUND WATER FROM LAKHIMPUR TOWN,ASSAM,21,24,22.5,5.6,6.3,6,70,483,277,1.5,3,2.25,0.1,0.13,0.1,,,,1,1,1,0.56,0.56,0.56
2249,GROUND WATER FROM TEZPUR (MISSION CHARIALI),ASSAM,20,24,22,6.6,6.8,6.7,127,142,135,0.4,1.4,0.9,0.1,0.17,0.1,,,,1,1,1,0.33,0.33,0.33
2250,GROUND WATER FROM NAGAON (PANIGAON),ASSAM,28,29,28.5,6.4,6.8,6.6,519,839,679,0.8,0.8,0.8,0.1,0.15,0.1,,,,1,1,1,0.6,0.6,0.6
2251,GROUND WATER FROM JAGIROAD NR HPC EFFLUENT DISCHARGE POINT,ASSAM,27,28,27.5,6.9,7.2,7.1,305,313,309,1.7,2.9,2.3,0.12,0.19,0.2,,,,1,1,1,0.87,0.87,0.87
2252,GROUND WATER NR MSW DUMPING SITE AT GARCHUK-GUWAHATI,ASSAM,25,28,26.5,6.6,7.4,7,262,266,264,2,2.4,2.2,0.1,0.14,0.1,,,,1,1,1,0.54,0.54,0.54
2253,GROUND WATER FROM NALBARI,ASSAM,24,26,25,6.6,6.8,6.7,289,428,359,1.5,3.2,2.35,0.1,0.16,0.1,,,,1,1,1,0.46,0.46,0.46
2254,GROUND WATER FROM BARPETA ROAD(RLY STATION),ASSAM,23,25,24,5.8,7.1,6.5,101,910,506,0.3,2.7,1.5,0.1,0.15,0.1,,,,1,1,1,0.56,0.56,0.56
2255,"GROUND WATER NEAR BPRL, DHALIGAON",ASSAM,24,27,25.5,6,7,6.5,357,448,403,0.7,2.5,1.6,0.1,0.1,0.1,,,,1,1,1,0.53,0.53,0.53
2256,GROUND WATER FROM KOKRAJHAR DISTRICT (HS SCHOOL ),ASSAM,24,30,27,5.9,6.4,6.2,78,107,93,0.8,1.8,1.3,0.13,0.41,0.3,,,,1,1,1,0.56,0.56,0.56
2257,GROUND WATER FROM DHUBRI DISTRICT (COLLEGE NAGAR ),ASSAM,23,31,27,6.5,6.8,6.7,345,422,384,0.3,0.8,0.55,0.1,0.22,0.2,,,,1,1,1,0.78,0.78,0.78
2258,GROUND WATER FROM GOALPARA DIST. (GOALPARA COLLEGE ),ASSAM,28,28,28,6.1,6.1,6.1,362,362,362,0.6,0.6,0.6,0.1,0.1,0.1,,,,1,1,1,0.57,0.57,0.57
2259,GROUND WATER FROM DIPHU (GOVT. COLLEGE),ASSAM,32,36,34,6.7,7,6.9,191,935,563,1.5,1.5,1.5,0.13,0.13,0.1,,,,1,1,1,0.69,0.69,0.69
2261,GROUND WATER FROM HAFLONG,ASSAM,10,25,17.5,5.6,7.6,6.6,86,166,126,1.2,6.5,3.85,0.1,0.12,0.1,,,,1,1,1,0.43,0.43,0.43
2262,GROUND WATER FROM KARIMGANJ (COLLEGE),ASSAM,13,13,13,6.5,6.5,6.5,302,302,302,5.4,5.4,5.4,0.1,0.19,0.1,,,,1,1,1,,,
2263,GROUND WATER FROM HIALAKANDI (NEAR ASTC BUS STAND ),ASSAM,15,15,15,6.3,6.3,6.3,142,142,142,3.4,3.4,3.4,0.22,0.22,0.2,,,,1,1,1,0.63,0.63,0.63
2264,GROUND WATER IN PANCHGRAM MARKET NEAR CACHAR PAPER MILL,ASSAM,12,15,13.5,6.7,6.8,6.8,431,690,561,3.3,5.2,4.25,0.1,0.1,0.1,,,,1,1,1,0.34,0.34,0.34
,,,,,,,,,,,,,,,,,,,,,,,,,,
"GROUND WATER QUALITY IN MANIPUR, TRIPURA AND MEGHALAYA- 2012",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),FLUORIDE,,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,< 1.0 mg/l,,,,,,,,,,,,,,,,,
1920,KAKCHING (THOUBAL DIST.),MANIPUR,17,17,17,,,,59.4,59.4,59,,,,0.87,2.96,1.9,,,,,,,,,
